Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome ;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;;;;;;;;;;;;;;
RESTAURANTE MORIA;Comida Brasileira;(17) 3234-5999 / (17) 3234-5999;*;;*;*;*;*;;;16.896.837/0001-09;RUA SANTA PAULA, 4.200 SALA 01;JARDIM SANTA LUCIA;Cidade da Criança;15040-190;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
NOSSO BAR;Outros;(17) 3222-4660 / (17) 3021-6266;*;;*;*;*;*;;;09.448.214/0001-08;RUA ABNER GOMYDE, 1790 ;CIDADE JARDIM;HB;15081-100;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ZÉ DO ESPETO;Comida Brasileira;(17) 3012-7203;*;;*;*;*;*;4,90;;16.874.061/0001-18;R ABNER GOMYDE, 2041 CASA 01;CIDADE JARDIM;HB;15081-100;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BROTO ACAI E PASTEL;Lanchonete/Diversos;(17) 3223-3247;brotoacaiepastel;5024,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/broto-acai-e-pastel-residencial-cidade-jardim;Yooga;https://delivery.yooga.app/broto-acai-e-pastel/tabs/home;5,00;5,00;29.874.261/0001-12;R LAFAYETTE JOSE SPINOLA, 2140 ;CIDADE JARDIM;HB;15081-130;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
GELATERIA FAVO DE MEL;Sorveteria/ Açaí/ Doceria;(17) 3011-1145;Gelateria Favo de Mel;633,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/gelateria-favo-de-mel-cidade-nova;*;*;4,80;4,70;06.114.026/0001-47;RUA OTAVIO PINTO CESAR, 875 ;CIDADE NOVA;HB;15085-360;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SOB NOVA DIRECAO SNOOKER BAR;Comida Brasileira;(17) 3222-1913;barsobnovadirecao;1996,00;*;*;*;*;4,50;;10.319.394/0001-07;R OTAVIO PINTO CESAR, 1325 ;CIDADE NOVA;HB;15085-360;MICRO EMPRESA;04/02/5611;;;;;;;;;;;;;;
COLA AKI BAR;Outros;(17) 99172-6550;*;;*;*;*;*;4,50;;42.733.321/0001-45;R WALDEMAR SANCHES, 567 ;CIDADE NOVA;HB;15085-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9225-4335;*;;*;*;*;*;;;43.491.188/0001-20;AV MURCHID HOMSI, 537 ;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15070-650;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MATHEUS LANCHES;Lanchonetes/Hamburguerias;(17) 3122-7000;*;;*;*;*;*;4,70;;00.229.471/0001-76;AVENIDA MURCHID HOMSI, 1445 ;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15070-650;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
POTENCIA LANCHES;Lanchonetes/Hamburguerias;(17) 3353-6599;*;;*;*;*;*;;;25.264.595/0001-13;R MIGUEL BUCHIDID, 141 ;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15070-520;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SACOLAO REAL;Outros;(17) 3202-1930;*;;*;*;*;*;;;06.008.651/0001-04;AVENIDA MURCHID HOMSI, 537 BOX LANCHONETE;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15070-650;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MR. CHENEY;Sorveteria/ Açaí/ Doceria;(17) 3211-8989;mrcheneyoficial;66206,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/mr-cheney-cookies---iguatemi-iguatemi;*;*;4,60;5,00;25.197.846/0001-94;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA Q209 1 PISO;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
GRÃO ESPRESSO;Outros;(17) 3201-8870;graoespresso_iguatemiriopreto;1762,00;*;*;*;*;4,30;;22.719.997/0001-77;"AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 ANEXO: SUC L 1072;";IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
IAIA CHURRERIA E CREPRERIA IGUATEMI;Sorveteria/ Açaí/ Doceria;(17) 8828-5434/ (17) 8830-4004;iaiachurreria;2135,00;*;*;*;*;4,50;;24.126.264/0001-54;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 1079 - PISO TERREO;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SUBWAY IGUATEMI;Lanchonetes/Hamburguerias;(17) 3225-5046;subwaybrasil;837361,00;*;*;*;*;3,20;;19.593.503/0001-46;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3016;Res. Eco Village I;HB;15093-270;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
STARBUCKS;Outros;(17) 3234-9639;starbucksbrasil;999811,00;*;*;*;*;4,60;;07.984.267/0001-00;AV PAULISTA, 900 ANDAR 10 PARTE;JARDIM BELA VISTA;Central;01310-940;DEMAIS;03/02/5611;;;;;;;;;;;;;;
KEKALA CUSTOM PICOLÉ;Sorveteria/ Açaí/ Doceria;(17) 9782-4175;kekalaoficial;248596,00;*;*;*;*;5,00;;43.662.719/0001-09;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 QUIOSQSJP120QM1P;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LE GELATO - IGUATEMI;Sorveteria/ Açaí/ Doceria;(17) 3215-8181;legelatoartesanal;1437,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/le-gelato---iguatemi-iguatemi;*;*;;;31.031.102/0001-06;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 1027 PISO TERREO;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3233-6887;*;;*;*;*;*;;;27.944.588/0001-98;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 2101 ANDAR PISO 2;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SUCO BAGAÇO;Saudáveis/Veganas/Veget;(17) 3301-1767;sucobagacooficial;12036,00;*;*;*;*;;;28.206.714/0001-70;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3003;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PATRONI PIZZA PREMIUM;Pizzarias/Massas;(17) 3121-6015/ (17) 9734-4734;patronipremium;602,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/patroni---iguatemi-rio-preto-iguatemi;*;*;3,80;2,00;40.482.560/0001-44;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3006 PISO 03;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9199-1710;*;;*;*;*;*;;;36.138.081/0001-38;R PATRICIA RODRIGUES FONTES, 804 ;RIOS DI ITALIA;Represa;15057-562;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
RAFA LANCHES;Lanchonetes/Hamburguerias;(17) 3225-6674;*;;*;*;*;*;;;30.696.747/0001-97;R PATRICIA RODRIGUES FONTES, 705 BLOCO 12 AP 303;RIOS DI ITALIA;Represa;15057-562;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
HAMBURGUERIA SAI DE BAIXO;Lanchonetes/Hamburguerias;(17) 99168-0059;Bar Sai de Baixo;2300,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/hamburgueria-sai-de-baixo-jd-congonhas;*;*;4,70;4,80;03.643.067/0001-32;RUA DR EDUARDO NIELSEN, 975 ;JARDIM CONGONHAS;Central;15030-070;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
VILLA DOS SALGADOS;Lanchonetes/Hamburguerias;(17) 3301-0008;villadossalgados;3570,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-dos-salgados---mirassolandia-conjunto-habitacional-costa-do-sol;*;*;4,50;4,70;29.517.594/0001-94;AV MIRASSOLANDIA, 1682 ;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15043-290;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9613-7318;*;;*;*;*;*;;;48.258.663/0001-37;R SANTOS DUMONT, 683 ;VILA DORIO;Central;15070-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CAFE 3333;Outros;(17) 8128-6229;*;;*;*;*;*;;;28.127.837/0001-15;R CAPITAO JOSE VERDI, 1421 BOX 1;VILA CURTI;Central;15025-530;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LEON BURGUER HAMBURGUERIA;Lanchonetes/Hamburguerias;(17) 9188-6515;*;;*;*;Grand Chef;https://leonburguer.grandchef.com.br;4,80;;35.689.883/0001-73;R MANUEL PIRES DA SILVA, 415 ;PARQUE RESIDENCIAL DA FRATERNIDADE;Engenheiro Schmit;15082-120;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ESFIHA MAIS;Comida Étnica (Arábia);(17) 3388-0415;esfihamais;1554,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/esfiha-mais-parque-residencial-da-fraternidade-2;*;*;4,60;4,80;43.756.698/0001-82;AV CLEBER MIGUEL MELARA, 237 ;PARQUE RESIDENCIAL DA FRATERNIDADE;Engenheiro Schmit;15082-112;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
TORRE FORTE II;Outros;(17) 9911-3431;*;;*;*;*;*;;;34.971.194/0001-94;R AMERICO CIRELLI, 1120 ;PARQUE RESIDENCIAL DA SOLIDARIEDADE;Bosque;15051-653;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
IMPERIO NATURAL;Outros;(17) 9738-4422;*;;*;*;*;*;;;20.795.248/0001-01;AV NADIMA DAMHA, 2045 ;PARQUE RESIDENCIAL DAMHA;Represa;15061-709;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 8197-3442;*;;*;*;*;*;;;47.720.153/0001-77;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3791 ;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3212-1430;*;;*;*;*;*;;;34.748.950/0001-10;R JOSE DOMINGOS DE ALMEIDA, 1245 ;PARQUE RESIDENCIAL DIGNIDADE;Pinheirinho;15047-716;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3212-8085;*;;*;*;*;*;;;12.331.285/0001-22;R DA IMPRENSA, 242 ;VILA DINIZ;Central;15013-200;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BAR DO PERE;Comida Brasileira;(17) 3305-6207;Bar do Pere;1600,00;*;*;*;*;;;30.709.316/0001-18;R DOUTOR JOSE MILTON DE FREITAS, 846 ;JARDIM WALKIRIA;HB;15085-380;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PACCOS;Outros;(17) 2136-7400/ (16) 3019-7900;*;;*;*;*;*;;;33.738.633/0001-50;R PROFESSOR CARLOS IBANHEZ, 35 SALA A;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15013-235;DEMAIS;01/02/5611;;;;;;;;;;;;;;
STEAK SAURO;Comida Brasileira;(17) 3225-5046;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/steak-sauro-centro;*;*;3,60;5,00;47.915.099/0001-15;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3008 PAVMTO2 LOJA 3008 PAVMTO2;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ATLANTIDA RIO PRETO;Comida Brasileira;(17) 3227-4120;atlantidachoperia;2857,00;*;*;*;*;;;35.281.080/0001-85;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3002 PISO 2;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
COCO BAMBU SAO JOSE DO RIO PRETO;Comida Brasileira;(17) 3354-3454;cocobambusjriopreto;58882,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/coco-bambu---sao-jose-do-rio-preto-iguatemi;*;*;5,00;4,90;40.018.198/0001-55;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 2030/2030A;IGUATEMI;HB;15093-340;DEMAIS;01/02/5611;;;;;;;;;;;;;;
FRANGO LITO IGUATEMI RIO PRETO;Lanchonetes/Hamburguerias;(17) 98122-5363;frangolito.oficial;7129,00;*;*;*;*;2,20;;30.244.009/0001-09;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3001 PISO 3;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FLOR DE SAL BISTRÔ;Comida Brasileira; 17 3221-6500; Flor de Sal;52,00;*;*;*;*;4,60;; 04.655.329/0001-41;R. XV DE NOVEMBRO, 4398;VILA REDENTORA;HB;15015-110;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
ABDO'S RESTAURANTE;Comida Brasileira; 17 99122-2768; Abdos Restaurantes;; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/churrascaria-abdos-grill-vila-redentora;*;*;4,40;; 10.707.866/0001-90;AV. COMENDADOR VICENTE FILIZOLLA, 5220;VILA REDENTORA;HB;15015-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MAREMONTI SAO JOSE DO RIO PRETO;Pizzarias/Massas;(17) 3234-9575;maremonti_;62698,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/maremonti-sao-jose-do-rio-preto-iguatemi;"Rappi; Plataforma Própria";https://delivery.maremonti.com.br/delivery/select_restaurant https://www.rappi.com.br/restaurantes/900655983-maremonti?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,40;4,30;19.789.139/0001-94;"AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA: 1052;";IGUATEMI;HB;15093-340;DEMAIS;01/02/5611;;;;;;;;;;;;;;
BACIO DI LATTE;Sorveteria/ Açaí/ Doceria;(11) 93359-1445;baciodilatte;366705,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bacio-di-latte---sao-jose-do-rio-preto-iguatemi;Rappi;https://www.rappi.com.br/restaurantes/900628833-bacio-di-latte?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,50;;11.950.487/0001-90;R OSCAR FREIRE, 136 ;CERQUEIRA CESAR;*;01426-000;DEMAIS;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3242-1218;*;;*;*;*;*;;;27.443.955/0001-70;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3004 PISO LAZER;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DIVINO FOGÃO;Comida Brasileira;(17) 3212-4411;divino_fogao;148451,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/divino-fogao---iguatemi-s-j-rio-preto-iguatemi;*;*;4,20;;31.492.728/0001-01;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3018 SHOPPING IGUATEMI;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3212-4411;*;;*;*;*;*;;;28.823.415/0001-84;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3012 2 PISO SHOPPING CENTER IGUATEMI;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PATRONI PREMIUM;Pizzarias/Massas;(17) 3826-1245/ (17) 3826-1030;patronipremium;602,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/patroni---iguatemi-rio-preto-iguatemi;*;*;3,80;2,00;19.898.272/0001-89;"AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA: 3006; ANDAR: 2;";IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE FAMILIA QUEIROZ;Outros;(17) 8110-4736;*;;*;*;*;*;;;36.681.910/0001-24;AV PHILADELPHO MANOEL GOUVEIA NETTO, 316 ;JARDIM CONCEIÇÃO;Central;15030-790;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
D GUST RESTAURANTE E ROTISSERIA;Comida Brasileira;(17) 3364-3995;*;;*;*;*;*;4,50;;47.350.019/0001-21;R DELEGADO PINTO DE TOLEDO, 1528 ;VILA CORDULA;Cidade da Criança;15025-075;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FIORELLA PIZZARIA;Pizzarias/Massas;(17) 3219-0988;Pizzaria Fiorella;186,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/fiorella-pizzas-eldorado;*;*;4,30;4,80;12.337.868/0001-60;AVENIDA MIRASSOLANDIA, 1273 SALAO A;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15043-290;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROTISSERIA DA SOGRA 2;Comida Brasileira;(17) 3237-8863;Rotissêrie da Sogra II;1600,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rotisserie-da-sogra-2-eldorado;*;*;4,60;5,00;08.626.949/0001-03;AVENIDA MIRASSOLANDIA, 1303 ;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15045-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TABERNA CANOVA;Comida Brasileira;(17) 3304-3256;Taberna Canova;2700,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/taberna-canova-vila-cristina;*;*;4,60;5,00;07.296.979/0001-36;RUA CONSELHEIRO SARAIVA, 809 ;VILA ELVIRA;Central;15070-050;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DON JOSEPH PIZZARIA;Pizzarias/Massas;(17) 3231-8852;Don Joseph;3400,00;*;*;*;*;;;28.504.550/0001-67;R KRIKOR TOPDJIAN, 665 ;CONJUNTO HABITACIONAL CRISTO REI;Vila Toninho;15076-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MARMITARIA;Outros;(17) 3235-1841;*;;*;*;*;*;;;23.350.867/0001-72;R IPIRANGA, 3563 SALA 01;VILA CURTI;Central;15025-520;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9207-9624;*;;*;*;*;*;;;45.923.697/0001-00;R MARIA DE LOURDES DE JOAO, 449 ;PARQUE RESIDENCIAL DA FRATERNIDADE;Engenheiro Schmit;15082-122;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3304-8637;*;;*;*;*;*;;;27.025.892/0001-31;AV DR, ANTONIO CANDIDO MOREIRA, 24-05 BOX 4;PERÍMETRO URBANO;*;15130-001;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BRAZILIAN GOURMET JK;Comida Brasileira;(17) 3202-7373;brazilianpostoschiesa;11207,00;*;*;*;*;4,70;;34.488.628/0001-08;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3441 PAVMTOSUPERIOR LOJA 02;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
WEAT AMAZING TASTE;Outros;(17) 3233-2147;*;;*;*;*;*;;;48.518.316/0001-04;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3751 SALA 01;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BAR DO MONGE;Outros;(17) 9230-8989;bardomonge.burana;6169,00;*;*;*;*;4,40;;34.879.251/0001-00;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3511 ;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE SABOR & CIA;Comida Brasileira;(17) 9647-2714;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sabor--cia-vila-diniz;*;*;4,80;4,80;15.828.147/0001-41;RUA LUIZ PINTO DE MORAES, 688 SALA 02;VILA DINIZ;Central;15013-270;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DUBAI HOOKAH STORE LOUNGE BAR;Outros;(17) 8193-6596;dubaihookahlounge.rp;5526,00;*;*;*;*;4,60;;23.321.448/0001-02;AV MURCHID HOMSI, 1034 ;VILA DINIZ;Central;15013-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ZAKKI JAPANESE FOOD;Comida Étnica (Japão);(17) 3308-2682/ (17) 9726-0575;zakkijapanesefood;18043,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/zakki-japanese-food-vila-diniz;*;*;4,70;5,00;33.649.686/0001-03;AV MURCHID HOMSI, 1020 ;VILA DINIZ;Central;15013-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DON PETRUS;Pizzarias/Massas;(17) 8133-0869;*;;*;*;*;*;;;33.880.148/0001-17;R HUMAITA, 33 ;VILA DINIZ;Central;15013-300;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BAR DO CEARÁ;Outros;(17) 3237-0861;Bar do Ceará;2000,00;*;*;*;*;4,50;;04.619.173/0001-43;AVENIDA AMILDE TEDESCHI, 531 ;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-020;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
O FAVORITO;Outros;(17) 8207-9554;*;;*;*;*;*;;;38.655.986/0001-00;R AMERICO AVELAR, 141 LOJA B;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-030;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CRAZY TASTE;Lanchonetes/Hamburguerias;(17) 3305-8698;crazytasteriopreto;8776,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/crazy-taste-hamburgueria-parque-residencial-dom-lafaiete-libanio;*;*;4,70;4,70;32.267.664/0001-08;AV DOMINGOS FALAVINA, 1763 ;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SKINA DO CEARÁ;Comida Brasileira;(17) 3236-1052;Skina do Ceará;512,00;*;*;*;*;4,50;;29.562.654/0001-90;R HENRIQUE GERALDO FRANCHINI, 245 ;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-060;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MONTANA GRILL EXPRESS;Comida Brasileira;(17) 3211-9900/ (17) 9147-2674;montanagrill_iguatemiriopreto;1741,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/montana-grill---iguatemi-rio-preto-iguatemi;*;*;3,40;4,60;19.013.261/0001-74;AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3005;RESIDENCIAL ECO VILLAGE I;HB;15093-270;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SI SEÑOR;Comida Étnica (México);(17) 3234-9572;sisenorbrasil;200667,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/si-senor-sao-jose-do-rio-preto-iguatemi;*;https://deliverydireto.com.br/sisenor/saojosedoriopreto?utm_source=google-place-action-link&dd=menu;4,40;4,70;10.291.637/0001-38;AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000;RESIDENCIAL ECO VILLAGE I;HB;15093-270;DEMAIS;01/02/5611;;;;;;;;;;;;;;
BUSHIDO;Comida Étnica (Japão);(17) 3234-9567;bushido_iguatemi;94,00;*;*;*;*;4,00;;19.921.720/0001-18;"AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 : SUC 3017;";IGUATEMI;HB;15093-340;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
ARMAZÉM DA PIZZA;Pizzarias/Massas;(17) 3235-4755;_armazemdapizza;2903,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/armazem-da-pizza-eldorado;*;*;4,20;4,40;12.122.170/0001-28;AVENIDA MENEZES, 2996 TERREO;ELDORADO;Cidade da Criança;15043-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BINHO RESTAURANTE;Comida Brasileira;(17) 7323-7692;Binho restaurante;804,00;*;*;*;*;4,50;;32.727.492/0001-08;AV MONTE APRAZIVEL, 3073 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE CAETANO'S;Comida Brasileira;(17) 3217-7876 / (17) 3353-7203;Restaurante Caetano's;1600,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-caetanos-eldorado;*;*;4,30;4,80;14.198.570/0001-42;AVENIDA MONTE APRAZIVEL, 3389 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CEBOLA DELIVERY;Lanchonetes/Hamburguerias;(17) 9792-7442;Cebola Delivery;8200,00;*;*;*;*;;;39.881.221/0001-51;AV SEBASTIAO GONCALVES DE SOUZA, 250 ;ELDORADO;Cidade da Criança;15043-005;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA DOIS IRMAOS;Pizzarias/Massas;(17) 3236-6355;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-dois-irmaos-eldorado;Rappi;https://www.rappi.com.br/restaurantes/900658214-pizzaria-dois-irmaos-eldorado?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;5,00;;44.249.796/0001-96;AV MONTE APRAZIVEL, 2451 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
